,cases_70days,icu_beds,commuting_in,density,percent_democrat,percent_in_poverty,pop_over65,median_age,percent_with_bachelors,median_income,pop_2019
837,55,12,1818,40.090958631999996,0.116209047244,13.2,7236,41.3,19.3,47097,37864
838,190,28,4048,96.054561794,0.488453911597,30.6,6489,37.3,15.5,33983,39288
839,101,14,5832,75.509435696,0.446552292973,12.0,16263,47.3,33.3,67094,74228
840,23,0,1021,6.356440374500001,0.686615634424,8.6,995,41.5,56.7,69458,8179
841,910,32,28148,398.72059141,0.505520891052,9.8,46320,41.4,33.3,67790,265206
842,439,18,13592,240.45156181,0.28397037308,16.8,15152,34.5,20.6,52502,119992
843,38,0,607,20.246237336,0.244881889764,22.4,1244,43.8,12.3,42483,5718
844,114,0,3728,69.625311737,0.281656804734,13.0,4736,43.1,26.3,59362,27578
845,509,61,39853,904.33168193,0.579654566745,20.1,24712,33.9,26.2,46628,195769
846,103,0,7305,218.51540925,0.276037834997,5.7,5357,40.4,51.1,99497,40280
847,41,6,4049,140.44249934,0.141396080675,11.0,6417,45.1,23.7,65062,32591
848,170,0,487,15.827719352999999,0.551640759931,30.8,1499,40.0,11.7,28298,6778
849,250,22,9451,340.33316973,0.36033153431,17.3,11052,39.1,16.4,43510,66703
850,436,10,3551,61.141832578999995,0.503052948145,25.7,4838,35.5,18.6,37562,29524
851,209,0,810,25.409627259,0.5424742761429999,27.8,1622,40.9,12.3,35290,8531
852,212,20,7687,155.79031876,0.304157549234,19.6,5778,35.5,16.5,45680,40644
853,92,0,679,27.976777811999998,0.366666666667,27.9,1436,38.8,12.5,33261,7985
854,204,0,1388,35.476726848,0.243769658843,20.5,3744,41.1,10.4,48708,20247
855,15,0,183,37.650702451,0.31,17.2,1761,47.3,13.5,46967,7921
856,428,78,36649,668.24945353,0.556516653618,14.4,41403,35.2,33.2,54165,289430
857,101,0,4634,123.83548313,0.123630136986,8.7,4659,43.4,30.4,68835,26108
858,478,8,20926,731.21043705,0.539893663384,12.6,15585,36.4,27.1,60512,146343
859,26,0,765,40.284179989,0.176652401331,17.1,1886,41.5,9.8,46218,11923
860,50,0,1903,103.96149303,0.299273927393,17.3,3034,37.5,17.1,48323,19077
861,492,42,2056,38.772802141999996,0.449863833755,19.5,37429,34.3,14.8,44116,213787
862,73,12,5556,114.01021653,0.100059016042,14.5,14803,40.6,13.7,45796,83768
863,69,10,4075,47.891104629,0.17623286023600002,19.7,9972,43.3,14.2,41929,51626
864,17,0,966,22.823980559000002,0.14932910114,17.4,2938,44.5,12.5,40936,13805
865,122,48,6900,138.81313278,0.254476592894,14.0,17876,41.4,23.9,48707,92729
866,63,0,1842,15.113785233,0.278615167216,17.6,3038,43.6,11.1,44424,16326
867,220,20,28489,2135.0741839,0.523003588453,4.9,8499,37.7,55.5,96924,70465
868,21,0,827,8.5897142148,0.327086383602,8.1,3322,50.6,30.2,72121,18845
869,9,6,3843,66.858209499,0.34353543582,11.8,9952,50.5,20.3,58515,39752
870,1145,28,4184,43.399192676999995,0.6818279801680001,21.4,22446,32.4,14.5,46633,181215
871,181,6,8962,111.60503213,0.343475030308,10.4,13839,50.1,30.4,59266,52276
872,600,26,10378,98.192567737,0.322284387206,19.4,20481,37.3,20.5,48116,129648
873,782,64,9818,170.29739933,0.322044252687,17.9,17724,35.1,19.4,47128,134758
874,180,15,2761,66.385698464,0.5666448337969999,29.4,5586,41.0,17.8,33392,30693
875,23,0,535,13.676416200999999,0.3486608201,20.1,1449,42.1,15.3,39508,7713
876,50,0,408,19.268154104,0.7368713531540001,37.0,1323,38.0,14.4,28542,8064
877,116,24,4848,85.514469568,0.405661337949,18.0,6225,29.9,43.9,49381,54019
878,82,0,945,29.228846945,0.344604202876,18.7,2167,40.3,15.6,40510,12586
879,99,42,20297,189.87249178,0.301338587602,13.1,12089,37.2,23.9,51088,85436
880,68,0,2493,49.978391123,0.54048169819,20.9,5857,40.2,13.7,40285,35294
881,6,5,3094,22.357037187,0.175879699248,12.0,6234,33.5,20.7,50941,46811
882,41,10,6568,136.36792119,0.309207237829,6.4,7883,41.0,20.5,82814,56579
883,356,0,8003,61.44480003100001,0.445719389858,11.8,8077,32.5,33.5,65914,64222
884,17,0,1468,24.459645838,0.3527696793,9.9,4242,42.4,21.1,58761,21067
885,1199,170,29197,577.03834878,0.378785488418,13.5,51307,35.8,28.2,54473,379299
886,214,19,6817,158.82833351,0.27849756329500003,19.9,12283,40.3,17.1,45138,65769
887,455,0,6274,108.79302183,0.236799553945,11.6,7212,41.0,19.4,57193,44729
888,233,154,33367,776.50862047,0.39323484859,15.1,29133,38.1,26.3,50500,181451
889,132,54,13915,265.2407105,0.402385705982,19.2,16694,36.2,24.5,48335,107038
890,284,41,13377,391.53410967,0.231685808324,11.5,27959,33.4,18.3,53381,229849
891,66,55,6250,133.8663393,0.245361011375,10.3,27653,40.2,24.9,56188,165697
892,44,25,5670,76.519560184,0.240258105131,12.3,12969,41.3,24.8,55174,65435
893,32,0,2503,45.531319283,0.260091443501,12.5,6335,43.2,16.6,52936,32304
894,195,30,14227,144.95426442,0.454687005507,14.4,21223,32.9,44.8,67087,171517
895,112,0,526,13.409082383,0.272240527183,26.0,1617,38.1,11.7,35812,9494
896,236,0,3720,31.335221614,0.382529450989,18.3,4606,39.7,14.2,44457,27463
897,49,10,3727,101.29328541,0.296090778727,21.3,6447,35.3,29.0,41873,39001
898,61,8,9157,121.75160919,0.434285714286,20.7,6478,25.1,46.0,47057,74232
899,51,20,3301,49.38868617,0.284459228932,12.3,11874,40.4,20.5,49341,61998
900,170,16,20642,456.57870505,0.270551034161,8.2,30876,39.8,28.0,65280,206428
901,240,8,9728,68.590607713,0.29226278894,12.8,17889,42.6,23.1,54862,95379
902,246,166,27195,397.85567395,0.557123421086,11.5,48292,42.1,39.2,53960,261191
903,134,52,28821,397.51319692,0.29620769717900003,13.0,26739,41.4,21.9,53738,159551
904,25,12,2987,53.389719869,0.310304367212,17.0,21619,47.5,17.2,46578,87487
905,209,35,33924,237.92159069,0.291588338205,8.7,33045,43.2,35.4,67161,187853
906,133,18,10846,295.43396577,0.427225701062,10.6,15642,44.8,22.7,53135,74266
907,200,38,16878,259.16185882,0.331994105719,9.1,27141,39.7,26.2,66145,176862
908,32,8,5291,92.567806459,0.296824950829,9.1,6728,40.6,16.7,56740,38087
909,143,22,2177,60.51053992600001,0.675794386109,32.6,6953,36.9,18.8,33991,43909
910,17,20,1490,30.155952191,0.356692610458,13.4,14597,38.2,26.0,50054,81366
911,13,5,896,18.321220792000002,0.279472419889,15.5,10178,48.8,27.1,50055,43806
912,71,0,4630,65.193056194,0.280931379523,14.1,6424,30.1,28.4,52151,54062
913,59,0,2809,49.902573387,0.491450114447,21.8,5109,37.8,14.9,39198,34192
914,82,0,2005,45.247071086000005,0.339085494043,19.8,4505,39.2,12.6,38173,26658
915,47,0,6600,21.1842105,0.7441524689579999,26.5,1139,33.9,16.8,33143,9632
916,68,8,4806,69.332278998,0.173114119923,13.4,4623,38.2,14.8,46600,28815
917,7,0,807,19.328436320999998,0.201595810996,14.2,3134,41.8,14.9,45955,16172
918,29,88,17611,190.01852140000003,0.219286411092,16.6,17632,36.0,22.9,46596,121328
919,21,8,3586,16.183646715,0.223213771662,16.1,7684,31.7,13.0,51656,71070
920,248,17,16823,355.49211654,0.513766600901,9.7,18162,36.9,35.6,69919,130633
921,122,0,4704,117.55260414,0.374639910161,9.2,6528,44.4,28.2,72993,37109
922,192,10,4360,48.914969459,0.432957765039,18.7,7713,48.4,18.4,44832,30587
924,31,4,2951,81.14712084,0.27062115277,15.3,12520,46.6,20.5,53522,56042
925,99,0,3100,77.906075915,0.482682083312,11.1,7317,40.0,23.7,61129,49402
926,80,0,6810,53.751162248,0.6779821285050001,12.0,9065,47.0,38.6,54441,42222
927,142,12,26737,151.74823151,0.593169914847,8.7,18447,38.8,53.5,80392,109330
928,31,0,4546,61.741048975,0.240974196663,7.4,7053,47.0,28.7,71874,33419
929,16,6,680,1.8739388557,0.206290322581,13.4,2389,38.0,20.3,61773,14800
930,139,18,6530,115.9279,0.459246588965,23.1,8917,37.1,23.7,44348,58595
931,27,9,4701,99.960274273,0.221203087977,13.9,6579,45.2,18.5,50064,30531
932,31,0,8453,163.30210871,0.236632164628,10.0,9788,41.8,26.7,61995,56450
933,30,4,3431,45.901637101000006,0.5479037704,19.0,4761,39.5,16.9,43125,30073
934,91,0,2677,54.426815956000006,0.572587655752,30.0,4540,40.3,9.4,33534,26118
935,44,7,4794,61.011636582,0.36987198571,17.1,7122,41.5,17.1,48029,38440
936,79,30,6862,155.72329979,0.371783216783,18.3,12435,39.4,23.5,43879,70811
937,26,6,2469,46.459712983,0.224813703668,18.6,5555,42.9,17.2,42025,27767
938,20,5,1826,82.552409907,0.16352824578800002,22.5,7161,44.9,10.8,36192,36004
939,50,42,10919,139.9697778,0.334036321031,10.1,3737,43.0,32.8,61314,18230
940,146,6,2598,75.244323087,0.4986320109440001,32.1,4802,37.5,11.1,33159,30479
941,47,0,2979,54.43875086,0.385692201992,18.5,4769,42.7,17.8,48818,27260
942,141,0,1438,12.390252255999998,0.282075696263,17.5,2316,32.0,12.2,44230,18546
943,29,0,418,8.4186334778,0.263527054108,17.5,1151,35.3,14.8,45689,7530
944,124,48,23449,196.40196428,0.204972001723,10.1,16793,31.7,27.4,80189,176832
945,3,0,480,1.4075090488,0.0825396825397,13.0,294,29.8,22.5,56590,2112
946,2229,99,37036,129.25618245,0.268972820332,19.7,14411,33.8,14.8,41912,117415
947,100,0,3044,58.363280283,0.303791567388,13.1,7948,45.4,21.7,59529,41133
948,57,0,4286,73.20952571800001,0.186744868035,15.7,9357,43.6,12.8,45566,46545
949,350,38,10153,200.05917162,0.253987684546,14.5,12617,36.3,25.4,45512,80245
950,10,6,5344,147.97193587,0.223957367933,14.8,11618,46.3,19.5,54440,53382
951,11,0,694,41.457777877,0.131124526183,21.2,3562,38.9,9.4,35685,22068
952,161,0,3973,99.890257551,0.373628318584,12.6,11725,38.6,20.4,61883,88723
953,231,5,2945,58.260962685,0.293424603436,19.1,5596,38.6,16.0,43478,34153
954,233,110,11785,230.15315849,0.355090695475,15.1,98883,48.6,19.4,44517,365579
955,138,10,3520,102.382701,0.303809873821,18.8,16270,45.0,12.4,39578,74521
956,363,69,12783,574.29667346,0.4747496997820001,12.1,71109,44.8,20.3,53377,328297
957,329,12,4649,173.52206295,0.495489891135,23.8,6776,35.3,20.9,42727,44890
958,92,77,6347,230.30172695,0.24886690915800005,13.4,30160,39.4,22.8,51777,174705
959,111,38,2669,104.3793425,0.32685516243,20.8,35532,53.4,17.0,39994,106221
960,88,0,2511,118.7874112,0.17981174943199998,14.9,5337,37.2,26.2,55583,33610
961,107,4,2984,40.020627603,0.110904584882,20.2,6219,44.3,13.1,37887,29709
962,1139,0,2318,6.4197724403,0.653625596227,37.3,10420,34.7,11.7,33652,71887
963,56,12,3089,20.278115144,0.35439312119000005,15.1,26550,40.6,23.0,49164,125922
964,28,24,11305,124.47153319,0.343527400513,17.2,9075,32.5,16.7,47504,78668
965,69,2,860,20.086669116,0.433948540776,10.9,4670,49.1,33.5,56168,20356
966,48,0,1306,14.441579212,0.194786155905,5.0,3689,46.1,35.9,98247,26729
967,3,0,19,0.7339575398999999,0.334465195246,8.6,241,57.5,43.9,62149,820
968,152,8,1705,19.080333806,0.25809207403900003,11.6,9249,45.1,23.9,52576,42758
969,6,4,1579,6.9343223736,0.358237547893,17.1,10463,48.0,22.5,47560,43539
970,34,43,7843,133.93669839,0.440265461541,18.5,40219,37.1,26.5,50945,219186
971,74,28,12950,112.91594941,0.394976913077,8.1,36751,45.8,33.7,81869,192843
972,13,0,502,246.91891744,0.647095565272,5.9,1582,40.1,51.7,97525,11399
973,389,48,24467,329.96899188,0.316032997975,11.1,24625,40.5,21.4,62556,151049
974,197,0,18353,143.08457611,0.325131905789,10.7,17957,39.6,22.7,62247,118081
975,57,0,3070,111.28294415,0.300974723278,8.5,10654,42.6,20.1,64121,61550
976,571,20,12434,270.17675623,0.410339166968,15.3,29119,41.9,27.7,51509,153401
977,334,32,17083,189.95680754,0.41088014153,17.3,22793,39.8,21.2,48413,134159
978,17,0,2201,54.840333773999994,0.317519611505,20.6,7041,47.2,12.1,39394,30950
979,71,0,2682,80.112913384,0.397354014599,23.4,4069,36.6,15.7,42098,25616
980,294,15,8037,88.821794421,0.351974115692,21.0,8121,39.1,10.6,39764,49348
981,28,0,8274,141.18140766,0.494489720319,8.7,7465,46.9,35.5,65969,35856
982,223,0,2963,104.57619239,0.28211112784200004,13.2,5211,40.2,16.9,56627,33406
983,16,0,1948,41.355721650999996,0.328629717783,7.4,4450,45.2,21.9,63633,21627
984,269,0,877,24.727984045,0.393123446562,23.7,3480,39.7,13.6,36761,18174
985,95,6,1947,47.104613236000006,0.5717871485939999,21.9,3452,39.5,20.1,38121,19316
986,134,0,5946,85.300632675,0.32767857142900003,9.6,6049,38.9,25.0,65323,36649
987,68,5,3005,49.175348365,0.420034476154,22.3,3644,39.8,19.7,39633,20758
988,81,0,2198,43.900550468999995,0.114178949554,13.7,4005,40.0,13.4,45720,23390
989,307,16,11100,166.15067683,0.477596526229,13.1,12401,31.0,31.4,63274,104897
990,373,0,2023,39.090929753000005,0.424253200569,25.4,3422,36.6,12.8,37212,22786
991,19,6,1018,51.18070712,0.10304139965399996,16.1,3389,36.3,12.6,47246,24500
992,109,179,17360,31.864876138000003,0.519225238181,14.7,36531,41.1,28.7,53833,199070
993,973,133,27153,237.96434236,0.471294507314,17.0,35070,40.8,21.1,48805,190539
994,177,0,3353,64.924742237,0.28646251481400004,12.7,10281,44.4,13.6,51113,52245
995,11,6,5233,59.531806221000004,0.290333136985,13.1,6006,41.8,17.9,46396,33631
996,41,0,2287,47.655467449,0.293638773192,6.1,2888,38.3,24.4,75955,20934
997,37,0,1663,14.0062449,0.273610856409,8.8,2094,44.3,22.0,57786,9846
998,136,4,2697,95.00263690799999,0.205803571429,16.1,6081,40.0,12.7,47624,35516
999,52,0,1005,54.577519984,0.232595076326,13.4,4589,41.5,13.2,44534,28036
1000,26,0,1858,26.887237429000002,0.373586059309,11.7,4197,43.6,19.8,50893,19650
1001,56,0,2417,45.946536575,0.311975016153,11.0,3613,40.0,20.1,55856,19954
1002,316,24,8607,255.48719537,0.247064701474,5.6,11521,39.9,30.3,73831,78168
1003,328,36,11563,291.08588966,0.4049307590770001,22.5,19153,35.4,24.3,43096,114135
1004,908,35,36707,445.49761916,0.317041741452,11.5,28443,35.5,19.2,59251,206341
1005,917,44,22435,316.15240015,0.510020581874,9.4,33702,37.5,33.0,64878,226706
1006,180,4,3232,83.61960707600001,0.257772020725,9.3,6707,42.5,17.4,60379,40515
1007,16,0,614,103.63457527,0.202019139762,7.3,2356,41.6,20.2,85899,19351
1008,101,2,1178,48.24798091899999,0.303479886617,27.4,6651,37.9,12.1,37731,40144
1009,56,6,2275,32.398662514,0.158708051466,15.4,5582,37.6,17.5,57005,37497
1010,136,0,2166,16.321107385,0.446680942184,26.9,2694,41.6,12.4,34047,13241
1011,60,4,957,20.758316811,0.423142812646,32.7,2992,42.2,14.7,33659,15670
1012,87,24,1894,50.416623482,0.282814705289,27.3,4930,35.4,12.8,34113,33395
1013,1041,88,11688,251.1116736,0.359186315031,21.3,21822,35.4,24.3,44371,153279
1014,88,14,11644,169.62374182,0.512880801472,18.9,10972,26.3,51.1,57464,97117
1015,45,12,8646,212.61316277,0.316013719921,16.5,11707,34.0,30.5,51897,92987
1016,15,0,1205,112.51640885,0.230769230769,10.0,3322,41.0,20.3,60908,22747
1017,60,8,4775,109.114949,0.529651458925,26.9,5960,39.4,15.5,36730,34823
1018,646,25,8986,137.89527245,0.465782937091,24.5,18955,36.4,13.2,35407,130625
1019,373,14,17988,379.08988838,0.328690296923,7.0,27269,38.0,34.8,80428,239859
1020,166,21,15268,174.4825438,0.490885444428,14.2,16294,41.4,20.9,50122,94298
1021,28,0,2439,68.204307406,0.243929101273,12.9,5580,45.3,13.6,50002,26914
1022,43,6,6917,102.69035818,0.217845303867,11.8,6750,39.9,18.7,53947,41968
1023,350,8,9501,242.21173834,0.420651645323,15.7,9498,38.2,20.9,48984,61779
1024,20,0,2196,62.808841651,0.20266955267,18.8,7817,50.9,19.2,41262,28612
1025,305,27,9967,314.8389384,0.34613624361900003,9.7,28504,47.1,31.8,54012,117417
1026,226,6,10482,113.6165962,0.476485884101,13.0,9519,42.6,22.3,58956,60443
1027,62,0,3418,162.48352625,0.244871194379,10.8,8313,45.0,22.9,60801,42846
1028,541,48,42049,514.14058616,0.56689603061,17.0,37300,31.2,25.0,46779,335509
1029,34,24,8403,83.882314103,0.32939279957,15.6,11197,37.9,19.5,43911,67997
1030,7,0,1738,15.207974670999999,0.18501026694000008,12.9,2110,41.6,21.1,54210,11131
1031,195,20,2759,40.208969052,0.416993798714,15.1,17884,38.9,23.6,49356,107740
1032,47,34,15814,142.63018728,0.267463652885,9.9,12284,39.2,26.7,61579,75783
1033,86,20,36993,408.43064059,0.351901849736,11.6,27076,38.1,39.0,68380,168937
1034,7,14,2851,64.085817031,0.203686050207,22.1,5450,40.6,15.3,43785,29898
1035,261,10,31173,211.95638054,0.424486650505,11.9,18822,34.8,33.1,64282,130817
1036,308,16,22553,333.32935278,0.425359614969,11.3,25025,37.9,28.7,63689,162466
1037,814,0,1427,23.290165081999998,0.249351873674,12.1,3658,35.9,15.6,56818,23595
1038,59,0,1765,69.96925998,0.334006497498,17.6,4465,37.6,17.4,48082,28321
1039,73,0,2253,35.986645721,0.697427174144,32.6,3303,35.3,15.4,31329,25110
1040,26,0,3631,64.637114568,0.17974769282900002,16.5,4512,36.4,15.9,44297,32174
1041,126,6,4669,108.21201709,0.486099931893,27.3,5289,25.8,43.5,39130,49587
1042,77,0,1221,24.018344857,0.426477654974,22.9,2066,42.1,20.4,36311,9775
1043,27,0,670,23.006334151,0.199243630573,18.1,1720,39.8,17.3,43349,9689
1044,37,12,5513,95.396124759,0.432913590968,16.9,7547,36.4,26.9,51751,47581
1045,297,6,7688,108.33200053,0.385075934579,10.8,12142,41.7,27.0,59114,70941
1046,16,0,3330,80.265104847,0.461970046604,11.2,8632,46.1,26.8,60034,43146
1047,1490,10,3477,22.467540524,0.28203887765,23.1,17443,35.0,15.2,46578,123958
1048,523,19,10580,187.98501269,0.402669404517,11.2,11182,42.0,20.9,64524,62385
1049,342,22,8031,134.50285088,0.313414679102,12.3,12183,40.8,22.5,50774,64964
1050,555,6,6061,138.73110888,0.350613483044,8.7,7561,38.8,24.7,72111,52605
1051,84,0,1627,94.978596256,0.4262525941300001,6.9,4985,43.3,34.5,73463,27270
1052,9,0,857,53.799294298,0.173954880787,24.8,4759,44.4,11.4,34796,23423
1053,67,0,4093,75.768093728,0.35460101673600003,11.3,6684,44.7,23.4,63714,37591
1054,444,0,14180,96.43333689200001,0.256213050142,8.7,14688,41.6,25.9,61375,81948
1055,41,6,6910,103.93210864,0.230716351396,10.4,15857,46.2,28.9,61186,78997
1056,25,0,3821,66.68262973600001,0.328805064627,13.0,6384,44.3,19.2,50580,31605
1057,19,6,4996,23.204230903000003,0.455227572559,25.4,4844,24.6,49.5,45389,50104
1058,235,10,1856,22.67268587,0.338360330168,11.0,6439,36.9,29.3,60082,38839
1059,66,8,2559,35.662753112,0.441994080436,20.0,7228,42.2,15.2,39079,37677
1060,102,45,13146,162.70848002,0.3555067145220001,15.3,23322,44.6,22.6,48788,109424
1061,93,15,7665,163.56471524,0.333657769625,14.6,26611,44.8,16.2,50381,129274
1062,1049,142,80387,530.20538373,0.493907498463,13.2,44262,39.8,30.5,57979,278299
1063,560,16,10014,181.548044,0.266517928287,13.0,28263,44.2,16.2,48809,141359
1064,7,0,534,40.944879201,0.273301737757,16.7,1724,43.7,10.6,44688,8201
1065,60,3,4262,81.51538059,0.269708478752,16.5,8718,40.1,17.8,42720,49133
1066,45,10,4135,76.119714867,0.267188168429,16.0,7927,41.9,20.7,50201,42208
1067,12,0,1297,60.534846847,0.185979381443,15.9,2840,37.5,16.4,47508,17297
1068,130,5,6603,235.82484295,0.210950909715,9.1,13135,47.5,26.3,58186,54068
1069,35,0,2569,58.016552538,0.261170605613,15.3,5433,43.1,11.6,50819,28907
1070,13,0,540,19.471410669,0.209106830123,17.6,1613,43.0,11.5,41960,8076
1071,124,4,5690,125.06836258,0.187600299561,15.9,10108,42.7,15.8,46029,53794
1072,281,6,7811,516.90185253,0.228250312196,9.5,9187,35.4,17.6,61413,83240
1073,206,0,3128,135.75048129,0.270760789279,19.7,3579,38.5,11.4,48831,24936
1074,225,10,3245,73.06502576300001,0.294329303397,23.9,5728,36.2,13.2,39480,43273
1075,46,0,474,8.1202878844,0.280392959476,25.8,1023,37.7,11.1,37593,6618
1076,24,0,1781,79.11550459,0.195488721805,19.5,4201,39.5,9.8,39513,24789
1077,97,8,3025,59.684954353,0.349502834309,26.1,7760,40.6,11.4,37233,38001
1078,121,27,6677,89.882616434,0.26481042654,17.3,12424,40.7,15.6,46195,71686
1079,50,0,2557,95.933656468,0.241692841792,19.5,4797,40.1,10.6,45075,28201
1080,173,18,3553,237.20947675,0.382927211607,10.3,31580,50.9,24.4,58975,115081
1081,11,0,1251,22.602039493000003,0.486059708858,21.3,1755,46.2,9.4,42054,8120
1082,24,0,2327,35.337261018,0.398317974412,7.8,5765,49.7,23.8,56832,21235
1083,515,51,16006,210.50729637,0.557132606843,19.2,25028,29.9,44.4,53251,209689
1084,2,0,714,3.1082233059,0.357636941484,8.4,2437,48.7,30.1,60285,11392
1085,13,0,2119,52.588936501999996,0.24393080389600005,25.6,3434,37.4,13.2,41440,25286
1086,23,20,12924,200.47545154,0.407384376215,9.5,16856,42.9,35.1,64591,93088
1087,17,0,1117,50.716810984,0.304201411161,15.6,6544,49.8,13.8,44635,25449
1088,21,58,5319,71.472800946,0.371364653244,8.3,6901,45.3,33.7,58891,33415
1089,370,12,9738,316.45080426,0.349487480352,8.0,13672,36.5,31.5,89964,113510
1090,339,5,10945,297.01220814,0.299014394101,8.3,15234,40.4,22.8,72739,102855
1091,125,0,2250,34.084547719,0.462484157161,20.3,2798,36.8,12.4,37429,17103
1092,30,5,4363,34.157766537,0.265302066773,12.6,6662,42.0,15.7,59323,35648
1093,21,0,1851,46.199560286,0.328858545566,17.1,7438,55.8,14.9,38613,24019
1094,39,0,3102,64.38362774699999,0.31095715342700003,7.8,4712,41.2,22.4,67269,28887
1095,21,0,2095,58.140600531000004,0.211318242344,8.4,3020,44.9,23.0,60896,15148
1096,110,0,4877,63.446502806999995,0.19319781079,11.1,4824,40.8,18.1,57436,28324
1097,132,6,4101,78.195799548,0.228610354223,12.2,5916,37.9,16.1,54718,37576
1098,261,10,5185,174.54683103,0.193617703656,10.6,11065,41.4,16.9,66151,70489
1099,157,38,15915,376.23008348,0.593217985874,21.4,17779,29.3,45.6,48883,148431
1100,107,4,2174,125.38268259,0.291611479029,15.5,3854,40.7,11.9,44913,23873
1101,88,5,3152,31.634899565,0.440730424017,10.6,3661,40.7,25.1,56170,18504
1102,7,0,1533,15.228258331,0.297354497354,10.1,3424,45.5,18.3,55486,14813
1103,20,18,5069,74.696474422,0.434763398577,10.4,8845,44.5,22.7,51939,42450
1104,329,46,25099,377.53372127,0.4748226866800001,12.4,26412,38.3,31.9,59865,172943
1105,173,8,4012,78.862673903,0.385710627401,12.7,9737,45.1,19.3,47357,44498
1106,665,58,29909,331.91723838,0.51226755173,14.2,26629,40.1,23.2,52642,141879
1107,188,0,4260,45.389191751000006,0.12724442715,6.3,5184,33.2,28.1,70162,34855
1108,384,0,1217,23.375501733000004,0.3698471514590001,11.4,3284,42.8,16.1,56954,16854
1109,289,4,3421,94.700707541,0.205871613233,25.2,9003,36.2,13.4,40484,62045
1110,60,8,7057,356.7531293,0.312686521713,5.6,8023,39.0,42.2,102136,66799
1111,50,0,8142,314.32036792,0.263781555899,12.6,7542,37.9,29.5,59443,54115
1112,3,4,1043,8.5196180086,0.166076487252,11.4,1443,43.5,25.3,51514,5979
1113,84,0,1313,20.071031385999998,0.25999650777,10.5,2477,41.6,21.3,56330,13171
1114,2468,33,11323,118.12055755,0.375049495726,13.8,14776,35.7,23.0,60059,103107
1115,44,0,1390,61.900867646,0.166852195424,17.3,3537,40.0,14.6,44624,21315
1116,3,4,869,25.649019893000002,0.268331005587,32.5,2055,41.6,14.3,31182,12630
1117,90,20,14868,177.98942936,0.323429128105,13.4,14260,36.3,23.0,52278,110958
